"AAAA","BBB"
"GPSData(longitude=16.4802, latitude=48.2041, altitude=1453.2, track=341.8, ground_speed=134.5)","AttitudeData(true_heading=341.8, pitch=9.49, roll=-0.0)",1744314589.401525
"GPSData(longitude=16.4796, latitude=48.2053, altitude=1470.2, track=341.8, ground_speed=134.7)","AttitudeData(true_heading=341.8, pitch=9.53, roll=-0.0)",1744314590.4159622
"GPSData(longitude=16.479, latitude=48.2065, altitude=1487.0, track=341.8, ground_speed=134.8)","AttitudeData(true_heading=341.8, pitch=9.56, roll=-0.0)",1744314591.429492
"GPSData(longitude=16.4786, latitude=48.2075, altitude=1500.9, track=341.8, ground_speed=134.9)","AttitudeData(true_heading=341.8, pitch=9.59, roll=0.0)",1744314592.443927
"GPSData(longitude=16.478, latitude=48.2087, altitude=1518.2, track=341.8, ground_speed=135.1)","AttitudeData(true_heading=341.8, pitch=9.62, roll=0.0)",1744314593.4628491
"GPSData(longitude=16.4774, latitude=48.2099, altitude=1535.6, track=341.8, ground_speed=135.2)","AttitudeData(true_heading=341.8, pitch=9.63, roll=0.0)",1744314594.47897
"GPSData(longitude=16.4768, latitude=48.2111, altitude=1552.8, track=341.8, ground_speed=135.3)","AttitudeData(true_heading=341.8, pitch=9.65, roll=-0.0)",1744314595.50241
"GPSData(longitude=16.4762, latitude=48.2123, altitude=1570.3, track=341.8, ground_speed=135.4)","AttitudeData(true_heading=341.8, pitch=9.66, roll=0.0)",1744314596.5266728
"GPSData(longitude=16.4756, latitude=48.2135, altitude=1587.9, track=341.8, ground_speed=135.5)","AttitudeData(true_heading=341.8, pitch=9.66, roll=0.0)",1744314597.550005
"GPSData(longitude=16.475, latitude=48.2148, altitude=1605.5, track=341.8, ground_speed=135.6)","AttitudeData(true_heading=341.8, pitch=9.65, roll=0.0)",1744314598.573579
"GPSData(longitude=16.4744, latitude=48.216, altitude=1622.8, track=341.8, ground_speed=135.7)","AttitudeData(true_heading=341.8, pitch=9.65, roll=-0.0)",1744314599.5969338
"GPSData(longitude=16.4738, latitude=48.2172, altitude=1640.4, track=341.8, ground_speed=135.8)","AttitudeData(true_heading=341.8, pitch=9.64, roll=-0.0)",1744314600.619916
"GPSData(longitude=16.4733, latitude=48.2182, altitude=1654.7, track=341.8, ground_speed=135.9)","AttitudeData(true_heading=341.8, pitch=9.62, roll=-0.0)",1744314601.6426291
"GPSData(longitude=16.4727, latitude=48.2194, altitude=1672.0, track=341.8, ground_speed=136.0)","AttitudeData(true_heading=341.8, pitch=9.6, roll=-0.0)",1744314602.667122
"GPSData(longitude=16.4721, latitude=48.2206, altitude=1689.6, track=341.8, ground_speed=136.1)","AttitudeData(true_heading=341.8, pitch=9.58, roll=0.0)",1744314603.6918788
"GPSData(longitude=16.4715, latitude=48.2218, altitude=1707.1, track=341.8, ground_speed=136.2)","AttitudeData(true_heading=341.8, pitch=9.55, roll=0.0)",1744314604.714144
"GPSData(longitude=16.4709, latitude=48.223, altitude=1724.5, track=341.8, ground_speed=136.3)","AttitudeData(true_heading=341.8, pitch=9.52, roll=0.0)",1744314605.739648
"GPSData(longitude=16.4703, latitude=48.2242, altitude=1741.9, track=341.8, ground_speed=136.5)","AttitudeData(true_heading=341.8, pitch=9.49, roll=0.0)",1744314606.763751
"GPSData(longitude=16.4697, latitude=48.2255, altitude=1759.2, track=341.8, ground_speed=136.6)","AttitudeData(true_heading=341.8, pitch=9.46, roll=0.0)",1744314607.7873049
"GPSData(longitude=16.4691, latitude=48.2267, altitude=1776.5, track=341.8, ground_speed=136.7)","AttitudeData(true_heading=341.8, pitch=9.43, roll=0.0)",1744314608.810282
"GPSData(longitude=16.4685, latitude=48.2279, altitude=1793.6, track=341.8, ground_speed=136.8)","AttitudeData(true_heading=341.8, pitch=9.4, roll=0.01)",1744314609.8348439
"GPSData(longitude=16.468, latitude=48.2289, altitude=1807.2, track=341.8, ground_speed=136.9)","AttitudeData(true_heading=341.8, pitch=9.36, roll=0.0)",1744314610.858617
"GPSData(longitude=16.4674, latitude=48.2301, altitude=1824.3, track=341.8, ground_speed=137.0)","AttitudeData(true_heading=341.8, pitch=9.33, roll=0.01)",1744314611.882623
"GPSData(longitude=16.4668, latitude=48.2314, altitude=1841.3, track=341.8, ground_speed=137.1)","AttitudeData(true_heading=341.8, pitch=9.3, roll=0.01)",1744314612.908162
"GPSData(longitude=16.4662, latitude=48.2326, altitude=1858.2, track=341.8, ground_speed=137.3)","AttitudeData(true_heading=341.8, pitch=9.27, roll=0.01)",1744314613.931158
"GPSData(longitude=16.4656, latitude=48.2338, altitude=1874.8, track=341.8, ground_speed=137.4)","AttitudeData(true_heading=341.8, pitch=9.24, roll=0.01)",1744314614.951105
"GPSData(longitude=16.465, latitude=48.235, altitude=1891.8, track=341.8, ground_speed=137.5)","AttitudeData(true_heading=341.8, pitch=9.21, roll=0.01)",1744314615.972401
"GPSData(longitude=16.4643, latitude=48.2363, altitude=1908.5, track=341.8, ground_speed=137.6)","AttitudeData(true_heading=341.8, pitch=9.19, roll=-0.0)",1744314616.988362
"GPSData(longitude=16.4637, latitude=48.2375, altitude=1925.2, track=341.8, ground_speed=137.8)","AttitudeData(true_heading=341.8, pitch=9.16, roll=0.0)",1744314618.010517
"GPSData(longitude=16.4633, latitude=48.2385, altitude=1938.4, track=341.8, ground_speed=137.9)","AttitudeData(true_heading=341.8, pitch=9.13, roll=-0.01)",1744314619.033897
"GPSData(longitude=16.4626, latitude=48.2397, altitude=1954.9, track=341.8, ground_speed=138.0)","AttitudeData(true_heading=341.8, pitch=9.12, roll=-0.01)",1744314620.0586822
"GPSData(longitude=16.462, latitude=48.241, altitude=1971.2, track=341.8, ground_speed=138.1)","AttitudeData(true_heading=341.8, pitch=9.09, roll=-0.0)",1744314621.0826082
"GPSData(longitude=16.4614, latitude=48.2422, altitude=1987.9, track=341.8, ground_speed=138.3)","AttitudeData(true_heading=341.8, pitch=9.08, roll=-0.0)",1744314622.101749
"GPSData(longitude=16.4608, latitude=48.2434, altitude=2004.4, track=341.8, ground_speed=138.4)","AttitudeData(true_heading=341.8, pitch=9.06, roll=0.0)",1744314623.125525
"GPSData(longitude=16.4602, latitude=48.2447, altitude=2020.8, track=341.8, ground_speed=138.5)","AttitudeData(true_heading=341.8, pitch=9.04, roll=0.0)",1744314624.146358
"GPSData(longitude=16.4596, latitude=48.2459, altitude=2037.1, track=341.8, ground_speed=138.6)","AttitudeData(true_heading=341.8, pitch=9.03, roll=-0.0)",1744314625.170038
"GPSData(longitude=16.4591, latitude=48.2469, altitude=2050.4, track=341.8, ground_speed=138.7)","AttitudeData(true_heading=341.8, pitch=9.01, roll=0.0)",1744314626.19294
"GPSData(longitude=16.4585, latitude=48.2482, altitude=2066.7, track=341.8, ground_speed=138.9)","AttitudeData(true_heading=341.8, pitch=9.0, roll=0.0)",1744314627.209536
"GPSData(longitude=16.4578, latitude=48.2494, altitude=2083.0, track=341.8, ground_speed=139.0)","AttitudeData(true_heading=341.8, pitch=8.98, roll=0.0)",1744314628.231949
"GPSData(longitude=16.4572, latitude=48.2507, altitude=2099.0, track=341.8, ground_speed=139.1)","AttitudeData(true_heading=341.8, pitch=8.97, roll=-0.01)",1744314629.255491
"GPSData(longitude=16.4566, latitude=48.2519, altitude=2115.0, track=341.8, ground_speed=139.2)","AttitudeData(true_heading=341.8, pitch=8.96, roll=-0.01)",1744314630.2791722
"GPSData(longitude=16.456, latitude=48.2531, altitude=2131.0, track=341.8, ground_speed=139.3)","AttitudeData(true_heading=341.8, pitch=8.95, roll=-0.01)",1744314631.304683
"GPSData(longitude=16.4554, latitude=48.2544, altitude=2147.2, track=341.8, ground_speed=139.5)","AttitudeData(true_heading=341.8, pitch=8.94, roll=-0.0)",1744314632.32788
"GPSData(longitude=16.4548, latitude=48.2556, altitude=2163.4, track=341.8, ground_speed=139.6)","AttitudeData(true_heading=341.8, pitch=8.93, roll=-0.01)",1744314633.350442
"GPSData(longitude=16.4542, latitude=48.2568, altitude=2179.3, track=341.8, ground_speed=139.7)","AttitudeData(true_heading=341.8, pitch=8.92, roll=-0.0)",1744314634.3729842
"GPSData(longitude=16.4536, latitude=48.2581, altitude=2195.4, track=341.8, ground_speed=139.8)","AttitudeData(true_heading=341.8, pitch=8.9, roll=-0.0)",1744314635.3952389
"GPSData(longitude=16.4531, latitude=48.2591, altitude=2208.5, track=341.8, ground_speed=139.9)","AttitudeData(true_heading=341.8, pitch=8.89, roll=0.0)",1744314636.418737
"GPSData(longitude=16.4525, latitude=48.2604, altitude=2224.3, track=341.8, ground_speed=140.0)","AttitudeData(true_heading=341.8, pitch=8.88, roll=0.0)",1744314637.434342
"GPSData(longitude=16.4518, latitude=48.2616, altitude=2240.4, track=341.8, ground_speed=140.1)","AttitudeData(true_heading=341.8, pitch=8.86, roll=0.0)",1744314638.457495
"GPSData(longitude=16.4512, latitude=48.2628, altitude=2256.3, track=341.8, ground_speed=140.2)","AttitudeData(true_heading=341.8, pitch=8.85, roll=0.0)",1744314639.4779918
"GPSData(longitude=16.4506, latitude=48.2641, altitude=2272.3, track=341.8, ground_speed=140.3)","AttitudeData(true_heading=341.8, pitch=8.84, roll=0.0)",1744314640.496593
"GPSData(longitude=16.45, latitude=48.2654, altitude=2288.3, track=341.8, ground_speed=140.4)","AttitudeData(true_heading=341.8, pitch=8.82, roll=0.0)",1744314641.514828
"GPSData(longitude=16.4494, latitude=48.2666, altitude=2304.3, track=341.8, ground_speed=140.5)","AttitudeData(true_heading=341.8, pitch=8.81, roll=0.0)",1744314642.529721
"GPSData(longitude=16.4488, latitude=48.2676, altitude=2317.2, track=341.8, ground_speed=140.6)","AttitudeData(true_heading=341.8, pitch=8.79, roll=0.0)",1744314643.5508008
"GPSData(longitude=16.4482, latitude=48.2689, altitude=2333.1, track=341.8, ground_speed=140.7)","AttitudeData(true_heading=341.8, pitch=8.78, roll=0.0)",1744314644.575876
"GPSData(longitude=16.4476, latitude=48.2701, altitude=2348.5, track=341.8, ground_speed=140.8)","AttitudeData(true_heading=341.8, pitch=8.75, roll=0.0)",1744314645.592284
"GPSData(longitude=16.447, latitude=48.2714, altitude=2364.4, track=341.8, ground_speed=140.9)","AttitudeData(true_heading=341.8, pitch=8.74, roll=0.0)",1744314646.61606
"GPSData(longitude=16.4464, latitude=48.2726, altitude=2380.2, track=341.8, ground_speed=141.0)","AttitudeData(true_heading=341.8, pitch=8.72, roll=-0.0)",1744314647.639699
"GPSData(longitude=16.4457, latitude=48.2739, altitude=2396.2, track=341.8, ground_speed=141.1)","AttitudeData(true_heading=341.8, pitch=8.7, roll=-0.01)",1744314648.665215
"GPSData(longitude=16.4451, latitude=48.2752, altitude=2411.9, track=341.8, ground_speed=141.3)","AttitudeData(true_heading=341.8, pitch=8.68, roll=-0.0)",1744314649.6862369
"GPSData(longitude=16.4445, latitude=48.2765, altitude=2427.6, track=341.8, ground_speed=141.4)","AttitudeData(true_heading=341.8, pitch=8.66, roll=-0.0)",1744314650.709106
"GPSData(longitude=16.444, latitude=48.2775, altitude=2440.1, track=341.8, ground_speed=141.4)","AttitudeData(true_heading=341.8, pitch=8.65, roll=-0.0)",1744314651.725606
"GPSData(longitude=16.4434, latitude=48.2787, altitude=2455.7, track=341.8, ground_speed=141.6)","AttitudeData(true_heading=341.8, pitch=8.63, roll=0.0)",1744314652.745919
"GPSData(longitude=16.4427, latitude=48.28, altitude=2471.3, track=341.8, ground_speed=141.7)","AttitudeData(true_heading=341.8, pitch=8.61, roll=0.0)",1744314653.770438
"GPSData(longitude=16.4421, latitude=48.2813, altitude=2486.8, track=341.8, ground_speed=141.8)","AttitudeData(true_heading=341.8, pitch=8.59, roll=-0.0)",1744314654.795616
"GPSData(longitude=16.4415, latitude=48.2826, altitude=2502.3, track=341.8, ground_speed=141.9)","AttitudeData(true_heading=341.8, pitch=8.57, roll=0.0)",1744314655.817326
"GPSData(longitude=16.4408, latitude=48.2838, altitude=2517.7, track=341.8, ground_speed=142.0)","AttitudeData(true_heading=341.8, pitch=8.55, roll=0.0)",1744314656.8356411
"GPSData(longitude=16.4402, latitude=48.2851, altitude=2533.1, track=341.8, ground_speed=142.1)","AttitudeData(true_heading=341.8, pitch=8.53, roll=0.0)",1744314657.8589618
"GPSData(longitude=16.4396, latitude=48.2864, altitude=2548.2, track=341.8, ground_speed=142.2)","AttitudeData(true_heading=341.8, pitch=8.51, roll=0.0)",1744314658.882633
"GPSData(longitude=16.439, latitude=48.2876, altitude=2563.3, track=341.8, ground_speed=142.3)","AttitudeData(true_heading=341.8, pitch=8.5, roll=0.0)",1744314659.9064791
"GPSData(longitude=16.4385, latitude=48.2886, altitude=2575.7, track=341.8, ground_speed=142.4)","AttitudeData(true_heading=341.8, pitch=8.48, roll=0.0)",1744314660.931872
"GPSData(longitude=16.4378, latitude=48.2899, altitude=2591.2, track=341.8, ground_speed=142.5)","AttitudeData(true_heading=341.8, pitch=8.46, roll=0.0)",1744314661.9535859
"GPSData(longitude=16.4372, latitude=48.2912, altitude=2606.4, track=341.8, ground_speed=142.6)","AttitudeData(true_heading=341.8, pitch=8.44, roll=0.0)",1744314662.97918
"GPSData(longitude=16.4366, latitude=48.2925, altitude=2621.3, track=341.8, ground_speed=142.7)","AttitudeData(true_heading=341.8, pitch=8.43, roll=-0.0)",1744314664.003962
"GPSData(longitude=16.4359, latitude=48.2938, altitude=2636.4, track=341.8, ground_speed=142.9)","AttitudeData(true_heading=341.8, pitch=8.41, roll=-0.0)",1744314665.0240169
"GPSData(longitude=16.4353, latitude=48.295, altitude=2651.3, track=341.8, ground_speed=143.0)","AttitudeData(true_heading=341.8, pitch=8.4, roll=-0.0)",1744314666.04783
"GPSData(longitude=16.4347, latitude=48.2963, altitude=2666.4, track=341.8, ground_speed=143.1)","AttitudeData(true_heading=341.8, pitch=8.38, roll=-0.0)",1744314667.073985
"GPSData(longitude=16.434, latitude=48.2976, altitude=2681.4, track=341.8, ground_speed=143.2)","AttitudeData(true_heading=341.8, pitch=8.37, roll=-0.01)",1744314668.099361
"GPSData(longitude=16.4335, latitude=48.2986, altitude=2693.5, track=341.8, ground_speed=143.3)","AttitudeData(true_heading=341.8, pitch=8.35, roll=-0.0)",1744314669.1204338
"GPSData(longitude=16.4329, latitude=48.2999, altitude=2708.5, track=341.8, ground_speed=143.4)","AttitudeData(true_heading=341.8, pitch=8.33, roll=-0.0)",1744314670.1458502
"GPSData(longitude=16.4322, latitude=48.3012, altitude=2723.4, track=341.8, ground_speed=143.5)","AttitudeData(true_heading=341.8, pitch=8.32, roll=-0.01)",1744314671.167937
"GPSData(longitude=16.4316, latitude=48.3025, altitude=2738.3, track=341.7, ground_speed=143.6)","AttitudeData(true_heading=341.7, pitch=8.3, roll=-0.0)",1744314672.191129
"GPSData(longitude=16.431, latitude=48.3038, altitude=2753.2, track=341.8, ground_speed=143.7)","AttitudeData(true_heading=341.8, pitch=8.29, roll=-0.01)",1744314673.215054
"GPSData(longitude=16.4303, latitude=48.3051, altitude=2768.0, track=341.7, ground_speed=143.8)","AttitudeData(true_heading=341.7, pitch=8.27, roll=-0.01)",1744314674.2353148
"GPSData(longitude=16.4297, latitude=48.3063, altitude=2782.8, track=341.7, ground_speed=143.9)","AttitudeData(true_heading=341.7, pitch=8.25, roll=-0.0)",1744314675.25913
"GPSData(longitude=16.4291, latitude=48.3076, altitude=2797.4, track=341.7, ground_speed=144.0)","AttitudeData(true_heading=341.7, pitch=8.24, roll=-0.0)",1744314676.282984
"GPSData(longitude=16.4284, latitude=48.3089, altitude=2812.0, track=341.7, ground_speed=144.1)","AttitudeData(true_heading=341.7, pitch=8.23, roll=-0.0)",1744314677.307957
"GPSData(longitude=16.4279, latitude=48.3099, altitude=2823.7, track=341.7, ground_speed=144.2)","AttitudeData(true_heading=341.7, pitch=8.21, roll=-0.0)",1744314678.330225
"GPSData(longitude=16.4273, latitude=48.3113, altitude=2838.6, track=341.7, ground_speed=144.3)","AttitudeData(true_heading=341.7, pitch=8.2, roll=-0.0)",1744314679.356308
"GPSData(longitude=16.4266, latitude=48.3125, altitude=2853.3, track=341.7, ground_speed=144.4)","AttitudeData(true_heading=341.7, pitch=8.18, roll=-0.0)",1744314680.3779662
"GPSData(longitude=16.426, latitude=48.3138, altitude=2867.6, track=341.7, ground_speed=144.5)","AttitudeData(true_heading=341.7, pitch=8.17, roll=0.0)",1744314681.4023402
"GPSData(longitude=16.4253, latitude=48.3151, altitude=2882.2, track=341.7, ground_speed=144.6)","AttitudeData(true_heading=341.7, pitch=8.15, roll=-0.0)",1744314682.427552
"GPSData(longitude=16.4247, latitude=48.3164, altitude=2896.8, track=341.7, ground_speed=144.8)","AttitudeData(true_heading=341.7, pitch=8.15, roll=0.0)",1744314683.447281
"GPSData(longitude=16.4241, latitude=48.3177, altitude=2911.1, track=341.7, ground_speed=144.9)","AttitudeData(true_heading=341.7, pitch=8.13, roll=0.0)",1744314684.471915
"GPSData(longitude=16.4234, latitude=48.319, altitude=2925.5, track=341.7, ground_speed=145.0)","AttitudeData(true_heading=341.7, pitch=8.12, roll=0.0)",1744314685.492588
"GPSData(longitude=16.4228, latitude=48.3203, altitude=2940.0, track=341.7, ground_speed=145.1)","AttitudeData(true_heading=341.7, pitch=8.1, roll=0.0)",1744314686.5153768
"GPSData(longitude=16.4223, latitude=48.3213, altitude=2951.4, track=341.7, ground_speed=145.1)","AttitudeData(true_heading=341.7, pitch=8.09, roll=0.0)",1744314687.540416
"GPSData(longitude=16.4216, latitude=48.3226, altitude=2965.9, track=341.7, ground_speed=145.3)","AttitudeData(true_heading=341.7, pitch=8.07, roll=0.0)",1744314688.564685
"GPSData(longitude=16.421, latitude=48.3239, altitude=2980.5, track=341.7, ground_speed=145.4)","AttitudeData(true_heading=341.7, pitch=8.06, roll=0.0)",1744314689.589202
"GPSData(longitude=16.4203, latitude=48.3252, altitude=2994.6, track=341.7, ground_speed=145.5)","AttitudeData(true_heading=341.7, pitch=8.04, roll=-0.0)",1744314690.610837
"GPSData(longitude=16.4197, latitude=48.3265, altitude=3008.9, track=341.7, ground_speed=145.6)","AttitudeData(true_heading=341.7, pitch=8.03, roll=0.0)",1744314691.633118
"GPSData(longitude=16.419, latitude=48.3278, altitude=3023.0, track=341.7, ground_speed=145.7)","AttitudeData(true_heading=341.7, pitch=8.02, roll=-0.01)",1744314692.6553862
"GPSData(longitude=16.4184, latitude=48.3291, altitude=3037.2, track=341.7, ground_speed=145.8)","AttitudeData(true_heading=341.7, pitch=8.0, roll=-0.0)",1744314693.678719
"GPSData(longitude=16.4177, latitude=48.3305, altitude=3051.7, track=341.7, ground_speed=145.9)","AttitudeData(true_heading=341.7, pitch=7.99, roll=-0.01)",1744314694.70104
"GPSData(longitude=16.4172, latitude=48.3315, altitude=3062.9, track=341.7, ground_speed=146.0)","AttitudeData(true_heading=341.7, pitch=7.97, roll=-0.01)",1744314695.725407
"GPSData(longitude=16.4166, latitude=48.3328, altitude=3076.8, track=341.7, ground_speed=146.1)","AttitudeData(true_heading=341.7, pitch=7.71, roll=-0.0)",1744314696.749581
